ID_Estudiante,Facultad,Carrera,Edad,Genero,Ciclo_Actual,Promedio_Ponderado,Creditos_Aprobados,Cursos_Desaprobados,Asistencia_Porcentaje,Ranking_Facultad,Modalidad_Ingreso,Ingreso_Familiar_Mensual,Distrito_Residencia,Tiempo_Transporte_Minutos,Tiene_Internet,Tiene_Computadora,Trabaja,Vive_Con_Padres,Nivel_Estres,Satisfaccion_Carrera,Participacion_Actividades,Horas_Estudio_Diarias,Uso_Biblioteca,Uso_Tutorias,Actividades_Extracurriculares,Probabilidad_Desercion
UNI000619,FIIS,Ingeniería de Sistemas,26,F,6,8.98,26,0,89.34,54,Ordinario,4848.87,San Juan de Lurigancho,67.0,0,1,0,1,3,4,3,4.9,1,0,0,0.25
UNI000620,FIEECS,Estadística,28,M,8,9.44,174,3,79.69,66,Ordinario,3479.37,Rímac,33.0,1,1,1,0,5,4,5,3.1,1,0,0,0.55
UNI000621,FIQT,Ingeniería Textil,18,M,2,12.62,122,1,92.36,86,Dos Primeros,2275.32,San Miguel,34.0,1,1,1,1,3,2,2,4.4,0,0,1,0.3
UNI000622,FC,Física,21,M,9,11.45,133,1,91.66,46,Ordinario,1985.32,San Juan de Lurigancho,53.0,1,0,0,1,2,5,3,3.8,1,0,1,0.0
UNI000623,FIEE,Ingeniería Eléctrica,24,M,2,11.22,187,1,80.26,33,Ordinario,3267.44,Santa Anita,75.0,1,1,1,1,5,4,4,3.9,1,0,2,0.2
UNI000624,FIEECS,Ingeniería Económica,16,F,1,13.19,44,5,75.42,79,Ordinario,2255.05,Cercado de Lima,72.0,1,1,0,0,3,4,3,6.4,1,0,3,0.25
UNI000625,FIEE,Ingeniería de Telecomunicaciones,16,M,10,14.53,171,0,85.66,50,Ordinario,2431.52,San Juan de Lurigancho,83.0,1,1,0,1,2,5,4,5.2,1,1,3,0.0
UNI000626,FIIS,Ingeniería Industrial,23,F,2,11.1,82,3,85.99,22,IEN,2251.87,La Victoria,30.0,1,1,0,1,5,3,5,5.0,0,0,3,0.1
UNI000627,FIQT,Ingeniería Textil,18,M,7,9.89,145,1,78.92,40,Ordinario,2671.41,Cercado de Lima,64.0,1,1,0,1,1,2,3,4.5,1,1,1,0.25
UNI000628,FIM,Ingeniería Mecánica,20,M,8,11.15,119,0,82.41,39,Ordinario,3736.12,Callao,89.0,1,1,0,1,2,1,4,3.3,0,1,3,0.1
UNI000629,FC,Matemática,16,M,5,10.41,64,2,70.82,41,Ordinario,1010.16,Callao,87.0,1,1,0,0,3,4,5,4.3,0,1,1,0.35
UNI000630,FIC,Ingeniería Civil,20,M,6,13.69,24,0,91.79,75,Ordinario,4294.65,Rímac,67.0,1,1,1,1,5,3,3,4.6,0,0,3,0.2
UNI000631,FIM,Ingeniería Mecánica,26,M,1,12.49,26,3,91.95,68,Ordinario,2795.86,Callao,107.0,1,1,0,1,1,1,4,4.2,0,1,1,0.2
UNI000632,FIIS,Ingeniería de Sistemas,21,M,6,16.26,134,1,85.49,7,IEN,2365.92,La Victoria,72.0,1,1,0,1,2,5,1,4.1,1,0,3,0.0
UNI000633,FIEECS,Ingeniería Económica,23,F,8,13.97,171,1,92.66,85,Ordinario,3887.76,Jesús María,81.0,1,0,0,1,1,1,0,3.6,0,0,0,0.3
UNI000634,FIC,Ingeniería Civil,28,M,3,16.13,105,1,86.31,71,Ordinario,2793.75,La Victoria,61.0,1,1,0,1,2,5,1,4.3,1,0,1,0.0
UNI000635,FAU,Urbanismo,29,M,1,9.69,156,4,100.0,4,Ordinario,1953.14,Rímac,44.0,1,1,0,1,3,3,2,3.5,1,1,2,0.3
UNI000636,FIP,Ingeniería de Petróleo,18,M,4,5.99,43,1,72.04,76,Ordinario,1478.17,Jesús María,42.0,1,1,1,0,2,1,3,4.7,1,0,0,0.65
UNI000637,FIC,Ingeniería Civil,18,M,1,12.99,106,2,87.02,91,Ordinario,3695.44,Callao,64.0,0,1,0,0,3,2,5,2.0,0,0,0,0.4
UNI000638,FIIS,Ingeniería de Sistemas,27,F,8,12.75,35,1,94.03,59,Ordinario,3759.74,San Martín de Porres,56.0,1,1,0,1,2,3,4,5.4,1,1,1,0.0
UNI000639,FIAU,Ingeniería de Recursos Naturales,26,M,5,12.25,146,2,99.92,81,Ordinario,2586.95,Independencia,25.0,1,1,0,1,5,1,1,2.7,1,0,3,0.3
UNI000640,FIP,Ingeniería Petroquímica,26,F,1,12.69,5,0,92.93,84,Ordinario,4321.32,Rímac,39.0,1,1,0,0,2,4,1,2.9,1,0,3,0.2
UNI000641,FIEE,Ingeniería Electrónica,25,M,8,10.25,152,2,74.62,95,Ordinario,3035.83,Callao,54.0,1,1,0,0,2,1,5,4.4,0,0,1,0.45
UNI000642,FC,Matemática,24,F,9,13.63,158,2,68.45,26,Ordinario,4328.0,Santa Anita,75.0,1,1,0,1,4,1,4,4.5,1,0,3,0.2
UNI000643,FIEE,Ingeniería Electrónica,19,M,10,13.97,8,2,83.3,31,Ordinario,2042.63,Cercado de Lima,60.0,1,1,0,1,4,2,3,6.1,1,0,3,0.1
UNI000644,FIC,Ingeniería Civil,19,M,2,10.1,211,1,88.62,99,Ordinario,1920.2,San Juan de Lurigancho,59.0,1,1,0,1,2,3,5,4.3,1,0,3,0.25
UNI000645,FIEE,Ingeniería Electrónica,27,M,9,11.79,201,2,94.45,73,Ordinario,2486.35,Independencia,40.0,1,1,1,1,4,4,2,4.0,1,0,1,0.1
UNI000646,FIIS,Ingeniería Industrial,22,M,8,11.92,164,0,74.05,69,Ordinario,2600.44,Cercado de Lima,60.0,1,1,1,0,3,3,2,4.2,0,1,1,0.2
UNI000647,FAU,Artes,17,M,7,11.16,154,4,91.11,52,Dos Primeros,4151.09,Breña,86.0,1,0,0,1,4,3,5,5.6,0,0,2,0.15
UNI000648,FIEECS,Ciencias Sociales,23,M,3,10.18,12,2,58.22,72,Dos Primeros,3293.34,Rímac,63.0,1,1,1,1,2,4,2,6.4,1,1,3,0.35
UNI000649,FC,Física,21,M,2,12.53,40,5,77.61,21,Traslado Externo,2240.76,Independencia,30.0,1,1,1,1,1,4,4,3.8,0,0,3,0.25
UNI000650,FIEE,Ingeniería de Telecomunicaciones,18,M,7,13.02,127,2,93.6,16,IEN,3011.16,La Victoria,35.0,1,1,0,1,1,2,1,4.5,0,1,1,0.1
UNI000651,FIEE,Ingeniería Electrónica,24,M,5,11.28,65,3,73.09,51,Dos Primeros,2571.95,San Martín de Porres,72.0,1,1,0,1,2,5,5,3.9,0,0,2,0.0
UNI000652,FIC,Ingeniería Civil,20,F,6,10.32,84,2,73.96,16,IEN,2196.24,San Miguel,56.0,1,1,0,1,2,2,2,3.9,1,1,1,0.25
UNI000653,FIEECS,Ciencias Sociales,23,M,4,13.32,23,3,79.75,18,Dos Primeros,2920.26,San Miguel,59.0,1,1,0,1,1,4,1,5.9,1,0,1,0.0
UNI000654,FIM,Ingeniería Mecatrónica,22,M,2,10.97,43,1,86.77,47,Dos Primeros,2809.14,Rímac,48.0,1,1,0,1,5,1,5,3.1,0,0,2,0.2
UNI000655,FIEE,Ingeniería Eléctrica,29,M,9,11.88,105,1,73.85,56,Ordinario,2234.32,Ate,70.0,1,1,0,1,4,1,2,1.7,0,0,1,0.2
UNI000656,FIIS,Ingeniería de Sistemas,23,F,3,11.63,97,2,84.68,28,Ordinario,2223.64,Breña,54.0,1,1,0,1,5,3,2,4.3,0,0,0,0.2
UNI000657,FIAU,Ingeniería de Recursos Naturales,22,M,7,14.99,59,1,80.68,82,Dos Primeros,3814.6,San Martín de Porres,56.0,1,1,0,1,3,3,5,5.2,1,0,2,0.1
UNI000658,FC,Matemática,18,M,8,11.06,8,2,96.58,78,Ordinario,3423.42,Breña,43.0,1,1,0,1,1,5,3,4.2,1,1,3,0.0
UNI000659,FIEE,Ingeniería Electrónica,17,F,2,15.95,129,3,80.16,56,Dos Primeros,3943.67,San Miguel,78.0,0,1,0,0,1,5,4,4.5,0,0,3,0.1
UNI000660,FIIS,Ingeniería Industrial,22,F,6,14.0,55,2,85.28,37,Ordinario,2716.25,Ate,56.0,1,1,0,1,5,5,3,4.8,1,1,2,0.1
UNI000661,FIIS,Ingeniería Industrial,18,M,8,16.14,157,2,86.66,16,Ordinario,1912.26,La Victoria,72.0,1,1,0,1,3,5,1,4.1,0,1,3,0.0
UNI000662,FC,Química,18,M,7,13.83,21,1,80.8,85,Dos Primeros,2426.1,Independencia,36.0,1,1,0,1,5,1,1,4.6,1,1,0,0.4
UNI000663,FIM,Ingeniería Mecatrónica,17,F,3,12.06,202,2,92.7,65,IEN,4027.31,San Miguel,95.0,1,1,1,1,3,4,5,4.5,1,0,3,0.2
UNI000664,FIIS,Ingeniería Industrial,19,M,1,10.67,80,1,94.78,60,Ordinario,1399.6,Jesús María,86.0,1,1,0,0,2,5,4,2.0,1,0,2,0.2
UNI000665,FIAU,Ingeniería de Recursos Naturales,23,M,6,11.79,99,2,80.11,61,Dos Primeros,4444.71,La Victoria,22.0,1,1,0,1,2,2,2,4.1,0,0,1,0.1
UNI000666,FIIS,Ingeniería de Sistemas,27,M,8,15.47,12,2,87.93,11,Dos Primeros,1889.84,La Victoria,44.0,1,1,0,1,1,5,4,2.4,1,0,2,0.0
UNI000667,FIIS,Ingeniería Industrial,16,F,6,12.4,70,1,75.72,75,Ordinario,3779.68,Independencia,70.0,1,1,0,1,2,1,2,4.0,0,0,2,0.1
UNI000668,FIIS,Ingeniería Industrial,16,M,5,13.82,15,3,90.64,66,Ordinario,1979.54,San Miguel,34.0,1,1,0,0,5,3,0,3.5,1,0,0,0.3
UNI000669,FAU,Artes,27,F,8,12.91,44,0,87.33,32,Ordinario,2404.83,La Victoria,57.0,1,1,0,1,3,2,0,5.0,0,0,3,0.1
UNI000670,FAU,Arquitectura,29,M,2,13.0,64,2,81.36,19,Ordinario,942.52,La Victoria,69.0,1,1,0,1,1,5,4,4.2,1,0,2,0.1
UNI000671,FIM,Ingeniería Mecatrónica,20,M,1,13.08,138,3,88.3,56,Ordinario,4853.8,Rímac,56.0,1,1,0,1,2,1,0,4.5,1,0,3,0.1
UNI000672,FIEE,Ingeniería de Telecomunicaciones,26,M,1,13.49,69,2,90.93,5,Ordinario,3574.83,Cercado de Lima,71.0,1,1,0,0,1,3,0,3.8,1,0,1,0.1
UNI000673,FIIS,Ingeniería de Sistemas,20,M,4,10.87,147,2,97.3,3,Ordinario,3633.7,San Martín de Porres,46.0,1,1,0,1,1,5,1,5.1,1,0,2,0.0
UNI000674,FIEECS,Ingeniería Económica,26,F,6,11.95,98,3,88.97,28,Dos Primeros,2507.13,Cercado de Lima,15.0,1,1,1,1,3,1,2,2.4,1,0,2,0.2
UNI000675,FIEE,Ingeniería de Telecomunicaciones,27,F,9,13.12,190,2,93.88,90,Ordinario,2069.25,Breña,80.0,1,1,0,1,5,1,5,3.1,0,0,3,0.3
UNI000676,FIM,Ingeniería Mecatrónica,16,M,1,12.83,100,2,100.0,87,Ordinario,3776.53,Callao,80.0,1,1,0,0,5,4,0,5.3,1,1,0,0.4
UNI000677,FIQT,Ingeniería Química,21,M,1,11.58,104,4,74.66,94,Ordinario,1796.88,Los Olivos,110.0,1,1,1,1,4,1,3,3.6,1,1,0,0.65
UNI000678,FIEE,Ingeniería de Telecomunicaciones,16,M,5,13.33,217,3,96.71,72,Dos Primeros,2832.87,San Martín de Porres,16.0,1,1,1,0,5,5,1,1.9,1,1,3,0.4
UNI000679,FIEE,Ingeniería de Telecomunicaciones,20,M,10,10.96,139,2,76.21,100,Dos Primeros,1749.27,Independencia,75.0,0,1,0,1,2,1,2,5.5,1,0,2,0.2
UNI000680,FIP,Ingeniería de Petróleo,24,M,5,10.05,189,4,77.87,29,Ordinario,3123.95,San Juan de Lurigancho,21.0,1,0,0,1,4,2,1,5.1,1,0,1,0.4
UNI000681,FIC,Ingeniería Civil,27,M,5,13.09,93,2,84.88,77,IEN,1083.09,Jesús María,95.0,1,1,0,1,4,1,3,4.7,1,1,0,0.4
UNI000682,FIP,Ingeniería Petroquímica,29,M,10,10.1,219,0,78.54,59,Dos Primeros,1519.42,Cercado de Lima,70.0,0,1,0,1,4,1,5,4.1,1,1,0,0.35
UNI000683,FIAU,Ingeniería de Recursos Naturales,20,F,6,13.06,218,1,76.87,25,Dos Primeros,2140.18,Cercado de Lima,41.0,0,0,0,1,4,2,2,5.7,0,1,1,0.1
UNI000684,FAU,Arquitectura,21,F,8,8.59,41,3,84.4,22,Dos Primeros,3614.75,Ate,76.0,1,1,1,1,5,5,4,5.3,1,1,0,0.45
UNI000685,FAU,Arquitectura,23,M,3,11.05,82,3,81.67,97,Ordinario,2468.68,Callao,49.0,1,1,0,1,4,3,4,5.5,0,0,3,0.1
UNI000686,FIC,Ingeniería Civil,26,F,9,11.84,196,3,78.35,71,Ordinario,3983.6,Callao,66.0,1,1,1,1,2,4,1,4.7,1,1,2,0.1
UNI000687,FC,Física,16,M,1,9.29,185,2,75.47,23,Ordinario,4500.7,Santa Anita,64.0,1,1,0,1,2,3,5,4.1,0,0,0,0.25
UNI000688,FC,Matemática,29,M,4,11.75,132,4,99.25,70,Ordinario,2691.36,Los Olivos,95.0,1,1,1,1,1,5,4,3.6,0,0,1,0.35
UNI000689,FIM,Ingeniería Mecatrónica,17,M,9,14.87,104,2,73.0,79,Ordinario,1521.55,San Juan de Lurigancho,96.0,1,1,0,1,2,5,2,2.7,0,0,3,0.1
UNI000690,FIC,Ingeniería Civil,24,M,8,9.96,154,2,83.32,79,Dos Primeros,3965.68,Callao,48.0,0,0,0,1,1,2,3,4.5,0,0,3,0.25
UNI000691,FIEE,Ingeniería de Telecomunicaciones,18,M,10,11.81,27,2,96.18,40,Ordinario,1458.43,Jesús María,81.0,1,1,1,1,2,3,3,4.6,0,0,3,0.2
UNI000692,FC,Química,21,M,9,15.91,25,4,93.1,98,IEN,2096.74,Santa Anita,67.0,0,1,0,1,4,1,4,3.7,1,0,3,0.35
UNI000693,FIIS,Ingeniería Industrial,20,F,1,10.38,218,4,87.34,14,Ordinario,1298.94,San Miguel,32.0,1,1,0,1,3,2,0,4.6,0,0,2,0.5
UNI000694,FIEECS,Estadística,26,F,9,15.29,115,1,78.76,29,Ordinario,3963.16,Ate,46.0,1,1,0,1,4,2,0,3.7,1,0,3,0.1
UNI000695,FIEE,Ingeniería de Telecomunicaciones,17,M,3,11.94,48,0,84.81,16,Ordinario,3572.09,La Victoria,107.0,1,1,0,0,5,4,5,4.9,0,0,3,0.3
UNI000696,FIAU,Ingeniería de Recursos Naturales,29,F,10,12.7,148,2,73.76,93,Ordinario,4618.29,La Victoria,67.0,1,0,0,0,1,2,0,3.1,0,0,3,0.3
UNI000697,FIIS,Ingeniería de Sistemas,22,M,9,15.08,0,2,82.15,87,Traslado Externo,2558.74,Santa Anita,80.0,1,1,0,1,3,3,4,2.9,1,1,1,0.1
UNI000698,FIIS,Ingeniería Industrial,19,M,1,11.53,91,2,82.0,10,Dos Primeros,2176.02,Santa Anita,56.0,1,1,1,1,2,5,4,3.8,1,0,1,0.1
UNI000699,FIC,Ingeniería Civil,16,M,1,13.76,57,3,82.96,47,Ordinario,2475.19,La Victoria,49.0,1,1,0,1,4,4,4,4.8,1,0,1,0.0
UNI000700,FIM,Ingeniería Mecánica,28,M,9,14.27,78,4,77.12,4,IEN,1667.23,San Juan de Lurigancho,61.0,1,1,0,1,1,1,2,2.8,1,0,1,0.25
UNI000701,FIAU,Ingeniería Ambiental,19,M,6,11.2,182,2,68.04,12,Dos Primeros,4428.65,Jesús María,55.0,0,1,0,1,1,3,0,5.0,0,0,0,0.2
UNI000702,FC,Matemática,21,M,4,10.98,80,3,97.52,42,Ordinario,6376.63,Jesús María,30.0,1,1,1,0,2,1,1,2.4,0,0,3,0.3
UNI000703,FIC,Ingeniería Civil,22,M,7,12.04,25,4,95.3,98,Ordinario,2276.19,Jesús María,40.0,1,0,0,1,1,2,5,3.8,1,0,0,0.45
UNI000704,FC,Física,22,F,5,12.11,211,0,93.75,4,Ordinario,3592.7,Jesús María,74.0,1,1,0,1,2,3,2,2.6,1,0,0,0.1
UNI000705,FIC,Ingeniería Civil,29,M,10,10.34,152,3,88.78,84,Ordinario,2844.51,La Victoria,52.0,1,1,0,1,2,4,5,1.4,1,0,0,0.45
UNI000706,FIC,Ingeniería Civil,22,M,7,11.22,76,1,86.7,92,Dos Primeros,3441.74,Rímac,61.0,1,1,0,0,4,4,5,4.4,0,0,2,0.2
UNI000707,FIC,Ingeniería Civil,18,M,8,5.57,160,2,78.06,92,Ordinario,4059.7,Callao,65.0,1,1,0,1,1,1,2,3.8,0,0,3,0.35
UNI000708,FIM,Ingeniería Mecánica,21,M,8,11.83,216,2,79.13,6,Ordinario,1856.91,Callao,66.0,1,1,0,1,5,5,4,2.6,0,1,3,0.1
UNI000709,FIC,Ingeniería Civil,28,M,1,14.29,71,3,99.55,14,Ordinario,2521.41,Los Olivos,83.0,1,0,0,1,5,4,4,3.5,1,0,0,0.2
UNI000710,FIQT,Ingeniería Textil,23,F,8,9.17,68,2,100.0,35,IEN,4203.16,Callao,38.0,1,1,0,1,4,1,2,4.4,0,1,1,0.25
UNI000711,FIEECS,Ingeniería Económica,19,M,6,11.57,5,1,83.15,47,Dos Primeros,3508.83,Cercado de Lima,71.0,1,1,1,1,4,5,4,3.6,1,1,2,0.1
UNI000712,FC,Matemática,28,M,4,17.38,22,2,85.04,58,Ordinario,3327.32,Breña,75.0,1,0,0,1,2,3,0,3.8,1,1,0,0.1
UNI000713,FIEE,Ingeniería Electrónica,23,M,8,12.45,157,2,92.32,65,Ordinario,3509.68,La Victoria,80.0,1,1,0,1,5,4,2,3.6,1,1,0,0.2
UNI000714,FIP,Ingeniería de Petróleo,17,M,3,15.21,205,0,85.93,19,Ordinario,3607.89,Rímac,32.0,0,0,0,1,1,4,5,3.4,0,0,2,0.0
UNI000715,FIAU,Ingeniería Ambiental,25,M,4,10.48,53,1,86.69,57,Dos Primeros,4157.76,La Victoria,65.0,1,0,0,1,5,1,2,3.4,0,0,0,0.45
UNI000716,FAU,Artes,24,M,6,13.4,86,3,84.4,65,Ordinario,3753.77,San Juan de Lurigancho,94.0,1,1,0,1,4,4,2,3.4,1,1,3,0.1
UNI000717,FIM,Ingeniería Mecánica,24,F,7,10.14,10,1,75.62,13,Dos Primeros,2949.27,San Miguel,58.0,1,0,0,1,4,1,4,3.2,1,0,1,0.25
UNI000718,FIEE,Ingeniería Electrónica,23,M,4,13.3,158,1,81.27,8,IEN,3353.04,Rímac,70.0,1,1,0,1,2,4,2,3.0,1,0,1,0.0
UNI000719,FIIS,Ingeniería de Sistemas,25,M,4,14.18,133,1,83.66,18,Ordinario,2932.57,Los Olivos,76.0,1,1,0,1,1,1,1,3.6,0,0,1,0.1
UNI000720,FIQT,Ingeniería Textil,29,M,7,13.71,10,2,59.8,35,Ordinario,2253.86,Breña,39.0,1,1,0,1,4,4,1,3.4,1,1,1,0.1
UNI000721,FAU,Arquitectura,28,M,6,11.81,76,2,85.88,87,Ordinario,2948.37,San Martín de Porres,97.0,1,0,0,1,1,3,0,2.9,1,0,0,0.3
UNI000722,FIP,Ingeniería Petroquímica,25,M,8,13.05,11,2,100.0,26,Ordinario,2886.19,Rímac,70.0,1,1,0,1,5,3,2,4.8,1,0,1,0.1
UNI000723,FIEE,Ingeniería Eléctrica,16,F,1,13.07,193,2,80.71,38,Ordinario,1301.91,Independencia,70.0,1,1,0,1,2,1,2,5.2,0,1,0,0.3
UNI000724,FAU,Artes,17,M,10,13.83,52,3,85.33,84,Ordinario,3774.93,Jesús María,27.0,1,1,1,0,5,3,5,4.0,0,0,3,0.4
UNI000725,FIEE,Ingeniería Eléctrica,21,M,7,12.25,98,1,76.6,66,Ordinario,3944.46,Independencia,76.0,1,1,0,1,4,1,4,4.1,0,0,0,0.2
UNI000726,FIQT,Ingeniería Química,25,M,7,14.36,35,2,74.06,26,Ordinario,3543.81,San Martín de Porres,70.0,1,1,0,1,4,1,5,3.3,1,0,0,0.2
UNI000727,FIP,Ingeniería de Petróleo,20,M,7,15.37,144,0,81.9,57,Dos Primeros,3884.71,Santa Anita,92.0,1,1,1,1,1,2,3,5.1,0,0,0,0.4
UNI000728,FIIS,Ingeniería Industrial,27,M,7,11.86,27,2,91.3,100,Ordinario,2824.09,Breña,54.0,1,1,1,0,4,3,5,5.7,0,0,2,0.3
UNI000729,FIC,Ingeniería Civil,29,M,10,12.59,219,5,82.66,25,Ordinario,2485.93,Independencia,40.0,1,1,0,1,1,2,3,3.8,0,0,2,0.25
UNI000730,FC,Matemática,24,M,10,10.69,149,1,81.26,30,Dos Primeros,3948.91,Santa Anita,46.0,1,1,0,0,3,2,2,3.5,1,1,2,0.2
UNI000731,FIIS,Ingeniería Industrial,20,M,8,13.18,101,0,89.96,82,Ordinario,1941.22,Callao,50.0,1,1,1,0,4,4,0,4.3,1,1,3,0.3
UNI000732,FIC,Ingeniería Civil,17,F,9,13.19,6,1,87.0,7,Dos Primeros,1906.56,Breña,38.0,1,0,1,1,5,1,1,4.1,1,0,1,0.3
UNI000733,FIM,Ingeniería Mecatrónica,25,M,9,12.62,14,1,87.79,27,Dos Primeros,3448.14,La Victoria,86.0,1,1,1,1,5,5,2,3.5,1,1,0,0.3
UNI000734,FIEECS,Estadística,19,M,2,12.77,138,2,96.9,11,Ordinario,3420.76,La Victoria,87.0,1,1,0,1,1,2,2,4.5,1,0,0,0.2
UNI000735,FIAU,Ingeniería Ambiental,24,M,7,16.34,23,5,95.65,8,Ordinario,3930.07,Cercado de Lima,56.0,1,1,0,1,3,4,0,4.9,0,0,1,0.15
UNI000736,FIAU,Ingeniería Ambiental,16,M,7,6.73,194,4,99.96,11,Ordinario,1289.56,Independencia,52.0,1,1,0,1,4,3,0,3.2,1,1,2,0.4
UNI000737,FC,Física,26,M,4,11.51,29,2,72.87,88,Ordinario,2902.26,San Martín de Porres,24.0,1,1,1,1,2,5,3,6.5,1,0,3,0.2
UNI000738,FIP,Ingeniería Petroquímica,16,M,9,11.81,197,2,93.57,30,Ordinario,1869.63,Cercado de Lima,74.0,1,1,1,0,2,1,2,2.5,1,1,0,0.4
UNI000739,FIQT,Ingeniería Química,27,M,8,15.41,65,2,100.0,94,IEN,3855.29,Los Olivos,93.0,1,1,1,1,5,4,2,3.1,0,0,1,0.4
UNI000740,FIP,Ingeniería Petroquímica,22,M,1,13.45,60,5,68.67,15,Ordinario,4333.75,Rímac,47.0,1,1,0,0,4,5,4,4.2,0,0,2,0.35
UNI000741,FIQT,Ingeniería Química,26,M,2,13.5,77,0,84.8,56,Ordinario,3504.5,Independencia,58.0,1,1,0,0,2,1,1,6.2,0,0,3,0.2
UNI000742,FIP,Ingeniería de Petróleo,18,M,2,15.02,40,4,79.57,35,IEN,2442.15,Breña,69.0,1,1,0,1,1,1,4,3.4,0,0,1,0.25
UNI000743,FIEECS,Estadística,25,F,8,12.14,81,4,84.76,39,Dos Primeros,2251.41,Ate,94.0,1,1,1,1,4,5,4,2.9,1,0,1,0.35
UNI000744,FIM,Ingeniería Mecatrónica,17,M,1,13.8,50,2,96.47,24,Ordinario,2588.17,San Martín de Porres,64.0,1,1,0,1,5,4,1,4.5,0,0,0,0.2
UNI000745,FIM,Ingeniería Mecánica,24,M,4,11.44,171,1,71.04,8,Ordinario,2158.88,Jesús María,64.0,1,1,1,1,3,5,2,3.8,0,0,3,0.1
UNI000746,FIC,Ingeniería Civil,18,M,10,10.39,94,1,87.45,43,Ordinario,2840.76,San Martín de Porres,64.0,1,1,0,0,1,2,3,4.7,1,1,3,0.35
UNI000747,FAU,Urbanismo,17,M,5,16.09,12,1,79.35,42,IEN,2249.13,Los Olivos,31.0,1,1,0,1,1,1,1,3.9,1,1,2,0.1
UNI000748,FIM,Ingeniería Mecatrónica,27,M,9,13.24,89,1,96.78,84,Ordinario,1618.35,Independencia,31.0,1,0,1,1,4,3,0,3.1,1,0,2,0.2
UNI000749,FIM,Ingeniería Mecatrónica,23,M,7,13.79,139,1,89.21,41,Dos Primeros,3380.65,Breña,44.0,1,1,0,1,3,5,2,6.3,1,0,0,0.1
UNI000750,FIIS,Ingeniería de Sistemas,25,F,8,10.34,81,3,83.42,47,Ordinario,3457.82,San Juan de Lurigancho,80.0,1,1,0,1,1,5,1,1.0,1,0,3,0.25
UNI000751,FIIS,Ingeniería Industrial,21,M,9,13.52,8,3,77.82,26,Dos Primeros,4699.42,Independencia,53.0,1,0,1,0,3,1,1,5.8,1,1,2,0.3
UNI000752,FIC,Ingeniería Civil,21,M,7,16.06,212,2,100.0,52,Ordinario,2566.81,San Juan de Lurigancho,49.0,1,1,0,0,5,1,5,4.9,1,0,3,0.3
UNI000753,FAU,Artes,25,M,5,11.95,47,4,87.8,88,Traslado Externo,1109.8,Santa Anita,49.0,1,0,1,1,1,5,1,3.3,0,0,1,0.45
UNI000754,FC,Matemática,26,M,5,9.99,48,3,70.8,22,IEN,3815.3,San Martín de Porres,57.0,1,1,0,0,2,3,3,5.9,0,1,1,0.25
UNI000755,FIIS,Ingeniería Industrial,22,M,10,12.87,52,2,76.89,5,Ordinario,3927.76,La Victoria,94.0,1,0,1,1,5,1,4,2.6,0,0,1,0.4
UNI000756,FC,Física,22,F,6,10.43,183,1,89.13,15,Dos Primeros,4142.0,San Miguel,57.0,1,1,0,1,5,1,4,5.0,1,0,3,0.35
UNI000757,FIEE,Ingeniería Eléctrica,26,M,5,9.38,39,4,77.7,36,Dos Primeros,4471.32,Santa Anita,44.0,1,1,0,1,1,2,5,1.9,1,0,0,0.6
UNI000758,FIIS,Ingeniería de Sistemas,28,F,9,11.03,106,1,78.93,63,IEN,4485.53,San Juan de Lurigancho,61.0,1,1,0,0,2,4,1,2.9,1,1,2,0.1
UNI000759,FIEECS,Estadística,21,F,3,11.51,23,4,94.86,93,Ordinario,2023.22,San Martín de Porres,95.0,1,0,0,1,3,2,1,2.9,0,0,0,0.55
UNI000760,FAU,Arquitectura,19,F,3,10.53,199,0,93.97,79,Ordinario,4548.08,La Victoria,50.0,1,1,0,1,2,3,4,3.2,0,1,0,0.1
UNI000761,FIC,Ingeniería Civil,26,M,7,15.15,107,2,79.29,91,Dos Primeros,2671.96,Ate,36.0,1,1,1,0,5,4,3,4.0,1,0,0,0.5
UNI000762,FIEE,Ingeniería Electrónica,24,M,7,16.28,32,2,96.71,49,Dos Primeros,3798.44,Jesús María,50.0,1,1,1,1,1,5,2,3.2,1,1,0,0.2
UNI000763,FAU,Urbanismo,21,M,6,13.74,22,2,77.89,55,Ordinario,3259.49,San Juan de Lurigancho,63.0,1,1,1,1,2,3,4,2.0,1,0,2,0.1
UNI000764,FIEECS,Ingeniería Económica,19,M,3,13.27,76,3,100.0,72,Dos Primeros,2027.25,Jesús María,74.0,1,0,0,1,2,3,1,4.5,0,0,1,0.0
UNI000765,FAU,Artes,27,M,7,12.22,53,4,90.38,60,Ordinario,4160.36,Cercado de Lima,80.0,1,0,0,0,5,2,3,4.0,1,1,1,0.45
UNI000766,FIEECS,Ingeniería Económica,18,F,5,10.71,52,3,87.9,57,Dos Primeros,2543.9,San Miguel,39.0,1,1,0,0,3,4,3,4.4,1,0,1,0.1
UNI000767,FIEECS,Ingeniería Económica,19,M,7,15.71,48,4,81.15,29,Ordinario,4858.77,Santa Anita,41.0,1,1,1,1,2,3,5,4.2,1,0,3,0.25
UNI000768,FC,Matemática,18,M,2,12.37,205,0,78.91,19,Ordinario,2236.76,San Juan de Lurigancho,54.0,1,1,0,1,2,4,1,5.0,0,1,3,0.0
UNI000769,FIP,Ingeniería Petroquímica,17,M,6,11.57,77,4,61.74,95,Ordinario,1995.55,La Victoria,74.0,0,1,0,1,4,5,0,3.9,1,0,2,0.35
